title,date,content
La Real Sociedad renueva a un zaguero,30/05, 
Al Khelaïfi se despide de Kylian Mbappé,30/05, 
Rubén Baraja solicita 4 fichajes al Valencia,30/05,"El técnico del Valencia, el vallisoletano Rubén Baraja, considera que, de cara al curso que viene, el equipo debe incorporar un mínimo de cuatro jugadores. Así se lo ha hecho saber ya a una directiva che que, hasta ahora, se ha mostrado bastante reacia a invertir en fichajes. "
La ambición de Míchel en el Girona,30/05, 
Desvelan las prioridades del Atlético de Madrid de cara al mercado estival,30/05,La directiva del Atlético de Madrid trabaja con la idea de renovar y reforzar su plantilla. Los colchoneros persiguen un mínimo de cuatro fichajes y valoran dar salida a futbolistas con un importante caché.  
El Valladolid ficha a dos jugadores del Granada,30/05, 
"El sueño que desea cumplir Jude Bellingham, Hansi Flick define sus intenciones, Mendilibar hace historia",30/05,"Como cada día, Fichajes.com te da la oportunidad de repasar las portadas de los principales diarios deportivos europeos. El deseo de Jude Bellingham de levantar la Liga de Campeones o el aterrizaje de Hansi Flick en el FC Barcelona son algunos de los temas que hoy marcan la actualidad.  "
Celta | Jonathan Bamba alude a su futuro y al de Strand Larsen,30/05, 
FC Barcelona | Hansi Flick hereda una prioridad de Xavi Hernández,30/05,"Al igual que Xavi Hernández, el nuevo técnico del FC Barcelona, el alemán Hansi Flick, también considera que el FC Barcelona debe incorporar cuanto antes un nuevo mediocentro. Su compatriota Joshua Kimmich es, igualmente, el principal anhelo.  "
El Leicester City señala al sucesor de Enzo Maresca,30/05, 
Una oferta de 70 M€ para alejar a Leny Yoro del Real Madrid,30/05,"El París Saint-Germain se ha mostrado dispuesto a invertir hasta 70 M€ en el fichaje de Leny Yoro. Aunque el futbolista y su club, el Lille, prefieren alcanzar un acuerdo con el Real Madrid, el montante de esta oferta podría decantar la balanza a favor de los parisinos.  "
¿Girona o FC Barcelona? Eric García no se moja,30/05, 
El Borussia Dortmund ya busca nuevo delantero en la Premier League,30/05,"Después de una temporada excepcional marcada por aber alcanzado esa final de la Liga de Campeones, el Dortmund pretende continuar por este camino. Este verano le espera al club del Ruhr un gran proyecto. "
"El Real Madrid pagó ""bastante más"" de 103 M€ por Jude Bellingham",30/05, 
El Inter de Milán ya valora dos objetivos defensivos de bajo coste,30/05,En el Inter de Milán ya se preparan como sabemos para cambios importantes este verano que permitan a la escuadra lombarda tener una plantilla competitiva. Y ahora en Italia nos hablan de dos interesantes objetivos para la retaguardia. 
Los dos fichajes que pide Antonio Conte al Nápoles,30/05, 
El Real Madrid espera una decisión de 2 M€ del Valencia,30/05, 
Conference League | El Kaabi y Mendilibar llevan a Olympiakos a la gloria europea,29/05,"Un tanto de Ayoub El Kaabi en el final de la prórroga le da el título a Olympiakos. Los helenos estrenan palmarés continental y la Fiorentina se queda de nuevo con la miel en los labios en la recta final del choque. Segundo campeonato consecutivo en el viejo continente para José Luis Mendilibar, héroe inesperado de nuevo en este curso. "
Un nuevo factor acerca a Bruno Guimaraes al Manchester City,29/05,Hace ya bastantes meses que el mediocentro brasileño está en el radar de los de Pep Guardiola. Pero el Manchester City podría encontrar ahora una oportunidad inesperada e inmejorable para fichar a un Bruno Guimaraes que podría incluso ver rebajado su precio. 
La sorprendente respuesta de Antonio Raíllo al Real Betis,29/05, 
El Fenerbahçe no se rinde con José Mourinho,29/05, 
Fernando Hierro deja México… ¡para ir con Cristiano Ronaldo!,29/05, 
El Atlético de Madrid le niega un fichaje al Manchester United,29/05,"Están ya trascendiendo muchos planes de mercado que han comenzado las grandes escuadras a desarrollar. En el caso que ahora nos ocupa vemos a dos grandes de Europa enredados, como Atlético de Madrid y Manchester United. Con el Aston Villa al acecho. "
Se desvanece una vía de futuro para Iker Muniain,29/05, 
La renovación que se le resiste al Valencia,29/05, 
El Real Madrid encuentra dos nuevos obstáculos por Alphonso Davies,29/05,"Seguimos con las diferentes informaciones que tratan de ir arrojando luz al futuro de los grandes objetivos del Real Madrid. El de Alphonso Davies es un nombre recurrente por su condición de objetivo claro de los de Carlo Ancelotti, pero con un futuro incierto. "
¡Ronald Koeman confirma el adiós de Memphis Depay!,29/05, 
Las primeras decisiones en la medular del FC Barcelona 2024-2025,29/05,Confirmada ya la llegada de Hansi Flick es la hora de tomar decisiones y realizar movimientos. En el FC Barcelona ya trabajan para planificar la siguiente campaña y trascienden algunas claves que baraja Hansi Flick con la dirección deportiva para preparar el siguiente curso. 
Nacho vuelve a pronunciarse sobre su futuro,29/05, 
El Sevilla lanza sus grandes maniobras para el mercado estival,29/05,"A la espera de confirmar al nuevo enternador, García Pimienta, en el Sevilla han dado por iniciado el mercado estival de fichajes donde se esperan muchos movimientos de altura. Ya que quiere Víctor Orta apurar todas las opciones para un necesario lavado de cara en toda la plantilla. Los nombres se suceden en Nervión. "
¡Ya hay onces del Olympiakos - Fiorentina!,29/05, 
"Kylian Mbappé: ""Mi próximo destino es cuestión de días""",29/05, 
El Atlético de Madrid se lo piensa: un trueque para decir adiós a Joao Félix,29/05,"Después de ua campaña donde tampoco ha terminado de ser decisivo en el FC Barcelona, el futuro de Joao Félix sigue apuntando fuera del Atlético de Madrid. Club al que tendrá que regresar después de su cesión al finalizar esta campaña, mientras ahora abren otra posibilidad de futuro inesperada. "
Pablo Torre tiene dos opciones fuera del FC Barcelona,29/05, 
El mercado del Real Betis entra en ebullición,29/05, 
El 'overbooking’ en defensa que deberá resolver Hansi Flick,29/05,"Confirmado como nuevo entrenador del FC Barcelona hasta 2026, Hansi Flick tiene un escenario a resolver en la plantilla culé. De cara a la próxima temporada, el alemán deberá confeccionar una zaga en la que hasta 8 futbolistas estarán en nómina. "
El Real Mallorca confirma un adiós,29/05, 
¡Ya hay avances entre Kylian Mbappé y el PSG!,29/05,Las informaciones de las últimas horas sobre Kylian Mbappé volvían a generar cierta inquietud en el seno de un Real Madrid que se sigue preparando para su llegada. Las diferencias entre el delantero y el PSG en cuestiones económicas han enredado bastante el que será el gran fichaje de este siglo. 
Guido Rodríguez ya habla del Real Betis en pasado,29/05, 
¡Ojo Real Madrid! La situación de Éder Militao da un vuelco inesperado,29/05,En el Real Madrid las miradas están puestas en la final de la Liga de Campeones de este sábado pero sigue habiendo margen para hablar de otros asuntos que siguen preocupando al club. En este caso las miradas se focalizan en el mercado estival de fichajes donde podría haber sorpresas… 
¡Gabriel Paulista se ofrece al Valencia!,29/05, 
¡El Bayern Múnich anuncia el fichaje de Vincent Kompany!,29/05,El Bayern Múnich acaba de confirmar la esperada noticia de su nuevo entrenador. Vincent Kpmpany se hace con las riendas del club bávaro y firma hasta 2027 con esta escuadra. Arranca nueva era en el equipo germano este miércoles. 
El FC Barcelona no pasará de 23 M€ por Pedri,29/05, 
Viktor Tsygankov no descarta abandonar el Girona,29/05, 
¿Por qué Xavi Hernández no quería a Robert Lewandowski?,29/05,"En estos últimos días, ha trascendido que el egarense Xavi Hernández había dado luz verde a la venta de Robert Lewandowski. Al parecer, el ya extécnico del FC Barcelona no estaba conforme con la actitud que el polaco mostraba hacia los jóvenes futbolistas de la plantilla.  "
El Newcastle anuncia 5 salidas,29/05, 
El Real Madrid reacciona a las declaraciones de Rodrygo,29/05,"Las últimas declaraciones de Rodrygo, donde deja su futuro en el Real Madrid en el aire, tan solo reafirman la política blanca en la plantilla. Los merengues no cierran la puerta a ningún jugador que, eso sí, deberá presentar una oferta a la altura para poder abandonar el Santiago Bernabéu. "
El Bayern Múnich cita a Leroy Sané tras la Eurocopa,29/05, 
El Manchester City escoge al recambio de Ederson,29/05,El creciente interés del fútbol saudí en el brasileño Ederson ha resultado clave para que el Manchester City se lance a la caza y captura de un nuevo meta. El alemán Michael Zetterer parece resultar del completo agrado de los skyblues. 
Las tres vías de futuro de Mats Hummels,29/05, 
El nuevo objetivo del Atlético de Madrid para la delantera,29/05,"Pese a la llegada de Samu Omorodion desde el Alavés, el Atlético de Madrid sigue buscando un delantero de nivel para reforzar la parcela ofensiva. Ahora, los colchoneros tienen un renovado objetivo para la zona. "
La Real Sociedad se marca un objetivo de 12 M€ en Turquía,29/05, 
¡Hansi Flick es el nuevo entrenador del FC Barcelona!,29/05,"Tras llegar a Barcelona durante el día de ayer, ya se han resuelto todos los flecos del contrato de Hansi Flick en el FC Barcelona. El técnico alemán cogerá las riendas del club catalán, que vuelve a apostar por una candidatura no vinculada con la entidad en una decisión ambiciosa de Joan Laporta. "
El FC Barcelona comunica la desvinculación de Xavi,29/05, 
El Granada cierra la venta de un cedido,29/05, 
El Sevilla prepara otra salida,29/05, 
El Manchester United encarrila un fichaje de 47 M€,29/05,"El central inglés Jarrad Branthwaite va camino de convertirse en el primer fichaje del Manchester United de cara al curso que viene. Los diablos rojos tienen ya muy avanzadas las negociaciones con un Everton que, dada su delicada salud económica, se verá obligado a darle salida por una cantidad inferior a la deseada. "
La propuesta para entrenar que rechazó Xavi ,29/05, 
Real Madrid | Los 5 clubes que aún acechan a Rodrygo,29/05,"Hasta cinco grandes clubes del continente mantienen en su punto de mira al brasileño Rodrygo. En principio, el talentoso atacante no tiene intención de abandonar un Real Madrid que tampoco valora su venta.  "
El delantero que encabeza la lista de preferencias del Atlético de Madrid,29/05,"La directiva del Atlético de Madrid trabaja con la idea de reforzar su delantera. Aunque ya ha movido ficha por el ucraniano Artem Dobvyk, es el noruego Alexander Sorloth el jugador que más llama la atención del cuerpo técnico. "
"Enes Ünal deja 16,5 M€ en las arcas del Getafe",29/05, 
El Real Valladolid se hace con Stanko Jurić,29/05, 
¡Nuevo giro en el futuro de Di María!,29/05, 
"La promesa de Thibaut Courtois, Hansi Flick será hoy nuevo técnico del FC Barcelona, el Real Betis recupera un objetivo",29/05,"Un día más, Fichajes.com te ofrece la oportunidad de repasar las portadas de los principales diarios deportivos europeos. La recuperación de Thibaut Courtois o la llegada de Hansi Flick al FC Barcelona son algunos de los temas que marcan la actualidad.  "
La Lazio encarrila una importante renovación,29/05, 
Vitor Roque transmite sus planes al FC Barcelona,29/05,"Los agentes de Vitor Roque ya han comunicado a la directiva del FC Barcelona que, en caso de que Hansi Flick no valide la continuidad del delantero, facilitarán el adiós de su pupilo. Eso sí, prefieren que el jugador salga mediante un traspaso y no una cesión.  "
Real Betis | Rui Silva expone sus planes de futuro,29/05, 
"El PSG ""declara la guerra"" a Kylian Mbappé",29/05,"La directiva del París Saint-Germain aún no ha abonado a Kylian Mbappé el salario del mes de abril ni una prima prevista para el mes de febrero. El club capitalino sigue enturbiando el adiós de un jugador que acaba contrato y que, en teoría, pondrá rumbo al Real Madrid.  "
El Rayo Vallecano se marca un objetivo en el Granada,29/05, 
"Raúl García, el adiós de una leyenda de la Liga",29/05,"El pasado sábado, Raúl García disputó ante el Rayo Vallecano el que fue su último partido como futbolista profesional. El versátil y combativo centrocampista navarro ha decidido colgar las botas este año tras dejar un legado absolutamente imborrable en la Liga española. "
